,FTE,Facility_or_Department,Function,Function_Description,Fund_Description,Job_Title_Description,Location_Description,Object_Description,Object_Type,Operating_Status,Position_Extra,Position_Type,Pre_K,Program_Description,Reporting,Sharing,Student_Type,SubFund_Description,Sub_Object_Description,Text_1,Text_2,Text_3,Text_4,Total,Unnamed: 0
720,nan,nan,'Enrichment',nan,nan,'DRILL/FLAG CORPS/MAJ',nan,'Coaching Supplement','Other Compensation/Stipend','PreK-12 Operating',nan,'Club Advisor/Coach','NO_LABEL',nan,'School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,1677.0999999999999,209145
721,1.0,nan,'Communications','Public Information Services','General',"'MANAGER, PRINT PRODUCTION'",'COMMUNITY RELATIONS DIVISION','Regular *','Base Salary/Compensation','PreK-12 Operating',nan,'Coordinator/Manager','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Support Services - Central',nan,'STRATEGIC COMMUNICATIONS','ADM/PROF',nan,nan,83712.979661000005,210078
722,nan,nan,'Aides Compensation','TITLE I',nan,'General Assignment ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Poverty','FEDERAL GDPG FUND - FY ',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,578.94999999999982,210091
723,nan,nan,'NO_LABEL','INSTRUCTION','General Fund',nan,nan,'TRAVEL - EMPLOYEES','NO_LABEL',"'Operating, Not PreK-12'",nan,'NO_LABEL','NO_LABEL','MIDDLE SCHOOL PROGRAM  6-8','NO_LABEL','NO_LABEL','NO_LABEL','MIDDLE SCHOOL PROGRAM 6-8',nan,nan,nan,nan,nan,258.01999999999998,210146
724,1.0070414599299999,nan,'Teacher Compensation','SPECIAL ED. - MILD/MODERATE',nan,'Teacher',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','SPECIAL EDUCATION-CONVERSION','School','School Reported','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION',nan,'Regular',nan,41107.600652300003,211613
725,0.20000000000000001,nan,'Social & Emotional',nan,'General Fund','School Social Worker',nan,nan,'NO_LABEL','PreK-12 Operating','SCHOOL SOCIAL WORKER ','Social Worker','NO_LABEL','Misc','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,78469.319999999992,211997
726,nan,'Instruction and Curriculum','Curriculum Development','Curriculum Development And Instructional Staff Dev','General Operating Fund',"'SKILLS SPECIALIST, ADITIONAL'",'School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Instructional Coach','Non PreK','Undistributed','School','School Reported','Unspecified','Operations','Extra Duty Wages','CURRICULUM WRITING',nan,nan,'Undistributed',nan,212231
727,nan,nan,'School Administration','ADMINISTRATIVE ASSISTANT',nan,'Administrators ',nan,'EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Other','NO_LABEL','GENERAL ELEMENTARY EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,499.60000000000002,212445
728,1.0,nan,'Teacher Compensation',nan,'General Fund','Teacher-Elementary ',nan,nan,'NO_LABEL','PreK-12 Operating','1ST GRADE ','Teacher','NO_LABEL','PRIMARY GRADES PROGRAM ','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,63004.260000000002,212456
729,nan,nan,'Teacher Compensation','NON-PROJECT',nan,'Community School Instructor ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Teacher','NO_LABEL','EMPLOYEE BENEFITS','Non-School','Shared Services','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-14.119999999999999,212821
730,nan,nan,'School Supervision','OTHER SUPPORT SERVICES','Title I',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','ARRA - Title I Grants to LEAs','Non-School','Shared Services','NO_LABEL','TITLE I-A ARRA OF  TARGETED ASSISTANCE',nan,nan,nan,nan,nan,76.180000000000007,213064
731,nan,nan,'School Administration','NON-PROJECT',nan,"'Principal, Elementary '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Principal','NO_LABEL','SUPPORT SERVICES-SCHOOL ADMIN','School','School Reported','Unspecified','GENERAL FUND',nan,'SCHOOL ADMINISTRATION',nan,'Regular',nan,1083.92128,213768
732,nan,nan,'Development & Fundraising','State And Federal Projects Coordination Services*','Special Trust',nan,nan,'NON-CERTIFICATED SALARIES AND WAGES','Base Salary/Compensation','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Support Services - Administration','Non-Certificated Salaries And Wages','SAL',nan,nan,nan,35558.005352,213992
733,0.50001303830999999,nan,'Teacher Compensation','ELPA - PRESCHOOL PROG',nan,"'Teacher, Elementary '",nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','PreK','EARLY CHILDHOOD','School','School Reported','PreK','ITEMGD PRESCHOOL PROGRAM',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,29826.60505870001,214182
734,nan,nan,'Library & Media','NON-PROJECT',nan,'Library Media Center ',nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','Librarian','NO_LABEL','SCHOOL LIBRARY SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF',nan,'Regular',nan,15786.0831937,214188
735,nan,nan,'Student Transportation','NON-PROJECT',nan,'Bus Driver - Regular ','GARAGE','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Other','NO_LABEL','TRANSPORTATION-OPERATIONS','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'STUDENT TRANSPORTATION','TRANSPORTATION','n/a',nan,840.74928000000011,214281
736,nan,nan,'Student Assignment','NON-PROJECT',nan,"'Exec Dir,Off of New Schl '",'SCHOOL CHOICE','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','ADMINISTRATOR','Coordinator/Manager','NO_LABEL',"'PLANNING,RESEARCH,DEVELOPMENT'",'Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'CENTRAL',nan,'n/a',nan,10345.0412,214300
737,0.0,'TECHNOLOGY','Data Processing & Information Services',nan,'General Purpose School',nan,'District Wide Resources','Personal Services - Information Technology','Other Compensation/Stipend','PreK-12 Operating','TIME CARD CERTIFIEDAddl','Non-Position','Non PreK','Operations','Non-School','Shared Services','Unspecified',nan,nan,nan,nan,nan,'Technology',16729.382642800007,214438
738,1.0000278446999999,nan,'Research & Accountability','NON-PROJECT',nan,"'Programmer/Analyst, Senior '",'PLANNING AND INNOVATION','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-OTHER','Other','NO_LABEL',"'PLANNING,RESEARCH,DEVELOPMENT'",'Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'CENTRAL','PLANNING AND ANALYSIS','n/a',nan,94442.111533800009,214590
739,nan,nan,'Professional Development','SPECIAL ED. - SEVERE NEEDS',nan,'Itinerant Special Ed Para ','SPECIAL EDUCATION','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','SEVERE DISABILITIES','n/a',nan,208.63527999999999,214687
740,nan,nan,'Recruitment','NEW TEACHER RECRUITMENT',nan,"'Teacher, Short Term Sub '",'HUMAN RESOURCES','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Substitute','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'INSTRUCTIONAL STAFF','HUMAN RESOURCES RECRUITMENT','n/a',nan,38.676720000000003,214747
741,nan,nan,'Insurance','School Leadership','Campus Activity Funds',nan,'School ','Insurance And Bonding Costs','Other Non-Compensation','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','School','School Reported','Unspecified',nan,'Insurance And Bonding Costs',nan,nan,nan,nan,99.719999999999999,215109
742,nan,nan,'NO_LABEL','ARRA EDUCATION STABILITAZION',nan,"'Teacher, ITEMGB  '",'OPPORTUNITY SCHOOL','EMPLOYEE BENEFITS','NO_LABEL',"'Operating, Not PreK-12'",'PROFESSIONAL-INSTRUCTIONAL','NO_LABEL','NO_LABEL','ITEMGB - TRADE AND INDUSTRIAL ED','NO_LABEL','NO_LABEL','NO_LABEL','ARRA - STIMULUS',nan,'EDUCATION FOR ADULTS','ADULT VOC ED OPPORTUNITY','Alternative',nan,1113.3000000000004,215492
743,nan,'Instruction and Curriculum','Enrichment','Extracurricular Activities','General Operating Fund',nan,'Undistributed','Miscellaneous Operating Costs','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','Non-School','Shared Services','Unspecified',nan,'Food - Hospitality',nan,nan,nan,'Undistributed',209.02000000000001,215580
744,nan,nan,'Food Services','NON-PROJECT',nan,'(blank)',nan,'FOOD','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','FOOD PREPARATION/SERVING','School','School Reported','Unspecified','FOOD SERVICE FUND',nan,'FOOD SERVICES OPERATIONS','FOOD SERVICES','Regular',nan,80020.850000000006,216748
745,0.11448572124199999,nan,'Aides Compensation','SPECIAL ED. - MILD/MODERATE',nan,nan,nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','TA','NO_LABEL','SPECIAL EDUCATION','School','School Reported','Special Education','GENERAL FUND',nan,'SPECIAL EDUCATION','MILD MODERATE','Regular',nan,2263.6257528699998,217346
746,nan,nan,'Teacher Compensation','MONTESSORI TUITION BASED',nan,"'Teacher, Elementary '",nan,'EMPLOYER PD MED CONTRIBUTION','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','PreK','GENERAL K-8 EDUCATION','School','School Reported','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Turnaround',nan,461.41000000000003,217378
747,nan,nan,'Parent & Community Relations','Other Support Services - Instructional Staff*','General',nan,nan,'Technical Equipment','Equipment & Equipment Lease','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Support Services - Instructional Staff','Equipment *','FAMILY & COMMUNITY ENGAGE',nan,nan,nan,3050.5,217480
748,0.19674621869600001,nan,'Social & Emotional','NON-PROJECT',nan,'Psychologist ',nan,'SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Psychologist','NO_LABEL','PSYCHOLOGICAL SERVICES','School','School Reported','Unspecified','GENERAL FUND',nan,'STUDENTS',nan,'Regular',nan,10891.2264583,218079
749,nan,nan,'Special Population Program Management & Support','IMPROVEMENT OF INSTR SERV','General Fund',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Misc','Non-School','Shared Services','NO_LABEL','MISCELLANEOUS',nan,nan,nan,nan,nan,310.44999999999999,218154
750,nan,nan,'Enrichment',nan,nan,'DEBATE SPONSOR',nan,'Extracurricular Supp','Other Compensation/Stipend','PreK-12 Operating',nan,'Club Advisor/Coach','NO_LABEL',nan,'School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,1573.18969459,218320
751,nan,nan,'Food Services','NON-PROJECT',nan,"'Manager, Food Service III '",nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Coordinator/Manager','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-4.0999999999999996,218466
752,nan,nan,'Teacher Compensation','CORE MATTERS',nan,"'Teacher, Hrly '",'HUMANITIES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','School on Central Budgets','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','HUMANITIES','n/a',nan,159.44000000000003,218987
753,nan,nan,'Other Non-Compensation','Other Secondary Regular Vocational Education','Vocational Education: Carl D. Perkins Vocational Education Act of ',nan,nan,'Capital Outlay','Equipment & Equipment Lease','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Leadership & Management','Unspecified','Vocational Instruction','Capital Outlay','PERKINS SECONDARY ',nan,nan,nan,256235.07000000001,219129
754,nan,nan,'Enrichment','Extracurricular Activities','Campus Activity Funds',nan,'School ','Reclassified Transportation Expenditures/Expense','Contracted Services','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Undistributed','School','Shared Services','Unspecified',nan,'Bus Charge from Transportation Department',nan,nan,nan,nan,260.24000000000001,219683
755,1.0,nan,'Enrichment',nan,nan,'Director of Athletics','ATHLETICS',nan,'Base Salary/Compensation','PreK-12 Operating',nan,'(Exec) Director','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified','LOCAL',nan,nan,'ATHLETICS',nan,nan,118879.478449,220904
756,0.50001284588399997,nan,'Special Population Program Management & Support','COMMUNITY ENGAGEMENT',nan,'Social Worker ','ALTERNATIVE ED / CONSTITUENCY','SALARIES OF REGULAR EMPLOYEES','Base Salary/Compensation','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Social Worker','NO_LABEL','SOCIAL WORK SERVICES','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'STUDENTS','ALTERNATIVE ED / CONSTITUENCY','n/a',nan,32941.374494000003,221267
757,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Physical Therapist ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Physical Therapist','NO_LABEL','SPECIAL EDUCATION-PT','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,77.299999999999997,221389
758,nan,nan,'Recruitment','NEW TEACHER RECRUITMENT',nan,'(blank)','HUMAN RESOURCES','GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','SUPPORT SERVICES-INSTRUCTIONAL','Non-School','Shared Services','Unspecified','DISTRICT SPECIAL REVENUE FUNDS',nan,'INSTRUCTIONAL STAFF','HUMAN RESOURCES RECRUITMENT','n/a',nan,20.890000000000001,221500
759,nan,nan,'NO_LABEL','OTHER INSTRUCTION             ','CONVERSION CHARTER SCHOOLS    ','ADULT ED PT - PUBLIC SERV     ','PUBLIC SAFETY COMPLEX CHARTER ','ADULT PART TIME               ','NO_LABEL',"'Operating, Not PreK-12'",nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL',nan,nan,nan,nan,nan,nan,978.17999999999995,221691
760,nan,nan,'Human Resources','NON-PROJECT',nan,"'Dir, Human Resources '",'HUMAN RESOURCES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','ADMINISTRATOR','Coordinator/Manager','NO_LABEL','STAFF SERVICES','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'CENTRAL','PERSONNEL SERVICES','n/a',nan,471.88,221922
761,1.0,nan,'Student Transportation','Vehicle Servicing and Maintenance Services*','General','LEAD ASST MAINTENANCE MGR','MAINTENANCE OFFICE','Regular *','Base Salary/Compensation','PreK-12 Operating',nan,'Coordinator/Manager','Non PreK',nan,'Non-School','Shared Services','Special Education','Support Services - Pupil Transportation',nan,'TRANSPORTATION MAINT','ADM/PROF',nan,nan,87483.427201699989,222198
762,nan,nan,'Student Transportation','NON-PROJECT',nan,'Bus Driver  to  Yrs ','GARAGE','PART TIME OVERTIME WAGES','Other Compensation/Stipend','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Other','NO_LABEL','TRANSPORTATION-OPERATIONS','Non-School','Shared Services','Special Education','GENERAL FUND',nan,'STUDENT TRANSPORTATION','TRANSPORTATION','n/a',nan,36.953600000000002,222257
763,nan,nan,'Instructional Materials & Supplies','ELPA - PRESCHOOL PROG',nan,'(blank)',nan,'BOOKS AND PERIODICALS','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','PreK','EARLY CHILDHOOD','School','School Reported','ELL','ITEMGD PRESCHOOL PROGRAM',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,2245.9200000000001,222653
764,nan,nan,'Curriculum Development','INST & CURRICULUM DEV SVCS    ','FED THRU STATE-CASH ADVANCE   ',nan,'FED COMPENSATORY ED PROG      ','GASOLINE                      ','Rent/Utilities','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Poverty',nan,nan,'TITLE I  MIGRANT              ',nan,nan,nan,573.37,222885
765,nan,nan,'Physical Health & Services','TITLE VI-IDEA B-MAIN',nan,'Speech Language Pathologst ','SPECIAL EDUCATION','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Speech Therapist','NO_LABEL','SPECIAL EDUCATION-S/L','Non-School','School on Central Budgets','Special Education','FEDERAL GDPG FUND - FY ',nan,'SPECIAL EDUCATION',nan,'n/a',nan,63.039999999999999,223734
766,nan,nan,'Legal','NON-PROJECT',nan,'(blank)','SCHOOL ATTORNEY','GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','LEGAL SERVICES','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'GENERAL ADMINISTRATION','LEGAL SERVICES','n/a',nan,19.739999999999998,224088
767,0.0,'GIFTED AND TALENTED','Professional Development',nan,'School Federal Projects','GIFTED AND TALENTED COACH','District Wide Resources','Personal Services - Teachers','Base Salary/Compensation','PreK-12 Operating','GIFTED & TALENTED COACH','Instructional Coach','Non PreK','Support - Regular Instruction','Non-School','School on Central Budgets','Gifted',nan,nan,'ESEA TITLE II TEACHER QUALITY',nan,nan,'Title II Part A - Instr Coaches ',27942.950000000001,224409
768,0.0,'SECURITY','Security & Safety',nan,'General Purpose School',nan,'District Wide Resources','Personal Services - Other Compensation','Other Compensation/Stipend','PreK-12 Operating','TIME CARD CLASSIFIED Addl','Non-Position','Non PreK','Support - Regular Instruction','Non-School','School on Central Budgets','Unspecified',nan,nan,nan,nan,nan,'Regular Instructional Support',1303.0423071499999,224674
769,0.67000000000000004,'Instruction And Curriculum','Parent & Community Relations','Community Services',"'""Title  Part A Improving Basic Programs""'","'SUPPORT, PARENT FACILITATOR'",'School ','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','COMPUTER CLERK','Sec/Clerk/Other Admin','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',"'""Title  Part A Improving Basic Programs""'",'Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,'Parent Involvement',14154.6799701,224683
770,nan,'Instruction And Curriculum','Professional Development','Curriculum Development And Instructional Staff Dev','Esea Title Ii Part A Teacher & Principal Training',nan,'School ','Travel And Subsistence - Employee Only','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','Non PreK','Accelerated Education','School','School Reported','At Risk',nan,'Travel And Subsistence - Employee Only',nan,'TRAVEL',nan,nan,175.53999999999999,224719
771,1.0,nan,'Physical Health & Services',nan,'General Fund','Clinic Assistant',nan,nan,'NO_LABEL','PreK-12 Operating','CLINIC ASSISTANT ','Nurse Aide','NO_LABEL','NURSES','School','School Reported','NO_LABEL',nan,nan,nan,nan,nan,nan,25032.380000000001,224820
772,nan,nan,'School Administration','NON-PROJECT',nan,'Asst Principal',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Vice Principal','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-179.06999999999999,225233
773,nan,nan,'Facilities & Maintenance','NON-PROJECT',nan,'Custodial Helper - Day ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Custodian','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-31.170000000000002,225239
774,0.0,nan,'Teacher Compensation',nan,'General Purpose School',nan,'District Wide Resources','Personal Services - Teachers','Other Compensation/Stipend','PreK-12 Operating','TIME CARD CERTIFIEDAddl','Teacher','Non PreK','Instruction - Regular','Non-School','School on Central Budgets','Alternative',nan,nan,nan,nan,nan,'Alternative Schools Instruction',774.20990000000029,225330
775,nan,nan,'Untracked Budget Set-Aside','Instruction And Curriculum Development Services *','Special Trust',nan,nan,'Personal Services - Employees Salaries and Wages','Other Compensation/Stipend','PreK-12 Operating',nan,'Non-Position','Non PreK',nan,'Non-School','Shared Services','Unspecified','Support Services - Instructional Staff','Personal Services - Employees Salaries And Wages','JUMP TO IT',nan,nan,nan,31661.091199999999,225657
776,0.14999999999999999,nan,'Social & Emotional','GUIDANCE SERVICES             ','GENERAL FUND                  ','COUNSELOR-HIGH                ','School ','OTHER CERTIFIED               ','Base Salary/Compensation','PreK-12 Operating',nan,'Guidance Counselor','NO_LABEL',nan,'School','School Reported','Unspecified',nan,nan,nan,nan,nan,nan,7898.5226630099996,225934
777,nan,'Instruction And Curriculum','Extended Time & Tutoring','Instruction',"'""Title  Part A Improving Basic Programs""'","'TEACHER, REGULAR'",'School ','Salaries And Wages For Teachers And Other Professi','Other Compensation/Stipend','PreK-12 Operating','TEACHER BACHELOR','Teacher','Non PreK',"'""Title I, Part A Schoolwide Activities Related To State Comp'",'School','School Reported','Poverty',"'""Title  Part A Improving Basic Programs""'",'Extended Week','MISCELLANEOUS ',nan,nan,nan,103.87179953399999,226152
778,nan,nan,'Food Services','NON-PROJECT',nan,'Food Service Worker I ','FOOD AND NUTRITION SERVICES','EMPLOYEE BENEFITS','Benefits','PreK-12 Operating',"'CRAFTS, TRADES, AND SERVICES'",'Other','NO_LABEL','FOOD PREPARATION/SERVING','Non-School','School on Central Budgets','Unspecified','FOOD SERVICE FUND',nan,'FOOD SERVICES OPERATIONS','FOOD SERVICES','n/a',nan,6.0999999999999996,226739
779,nan,'Transportation Department','Student Transportation','Transportation','General Operating Fund',"'TRANSPORTATION,BUS DRIVERS,REG'",'Unallocated','Extra Duty Pay/Overtime For Support Personnel','Other Compensation/Stipend','PreK-12 Operating','BUS DRIVER','Other','Non PreK','Undistributed','Non-School','Shared Services','Unspecified','Operations','Extra Duty Pay/Overtime For Support Personnel','EXTRA RUN',nan,nan,'transportation - Second Runs',282.44999999999999,228022
780,nan,nan,'Research & Accountability','ELA S - TEACHING SPANISH ONLY',nan,"'Teacher, Elementary '",'ASSESSMENT & RESEARCH','ADDITIONAL/EXTRA DUTY PAY/STIP','Other Compensation/Stipend','PreK-12 Operating','PROFESSIONAL-INSTRUCTIONAL','Teacher','NO_LABEL','INSTRUCTIONAL STAFF TRAINING','Non-School','Leadership & Management','Unspecified','GENERAL FUND',nan,'INSTRUCTIONAL STAFF','ASSESSMENT AND RESEARCH','n/a',nan,12.36176,228105
781,0.17000000000000001,'All Campus Payroll','School Administration','School Leadership','General Operating Fund',"'CLERICAL, SCHOOL ADMIN.'",'School ','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','SECRETARY','Sec/Clerk/Other Admin','PreK','PRE-K','School','School Reported','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,3748.5529429500002,228397
782,nan,nan,'NO_LABEL','Other Special *','Title I - Disadvantaged Children/Targeted Assistance',nan,nan,'Other General Supplies','NO_LABEL','Non-Operating',nan,'NO_LABEL','NO_LABEL',nan,'NO_LABEL','NO_LABEL','NO_LABEL','Special Instruction','General Supplies *','TITLE I ',nan,nan,nan,-1050.0699999999999,228437
783,1.0,'TECHNOLOGY','Data Processing & Information Services',nan,'General Purpose School','SCHOOL TECHNOLOGY SPECIALIST','District Wide Resources','Personal Services - Information Technology','Base Salary/Compensation','PreK-12 Operating','TECHNICIANS','Other','Non PreK','Operations','Non-School','Shared Services','Unspecified',nan,nan,nan,nan,nan,'Technology',54965.465113400009,228487
784,0.5,nan,'Social & Emotional',nan,nan,'Social Worker',nan,nan,'Base Salary/Compensation','PreK-12 Operating',nan,'Social Worker','NO_LABEL',nan,'School','School Reported','Unspecified','LOCAL',nan,nan,'GENERAL EDUCATION',nan,nan,32109.194891700001,229280
785,nan,nan,'Instructional Materials & Supplies','NON-PROJECT',nan,'(blank)',nan,'GENERAL SUPPLIES','Supplies/Materials','PreK-12 Operating','UNDESIGNATED','Non-Position','NO_LABEL','ART EDUCATION','School','School Reported','Unspecified','GENERAL FUND',nan,'REGULAR INSTRUCTION',nan,'Regular',nan,1231.29,229462
786,0.0054347826087000001,nan,'Substitute Compensation','TUITION BASED - ECE',nan,"'Teacher, Short Term Sub '",nan,'SALARIES OF PART TIME EMPLOYEE','Base Salary/Compensation','PreK-12 Operating','PARAPROFESSIONAL','Substitute','PreK','EARLY CHILDHOOD','Non-School','School on Central Budgets','PreK','DISTRICT SPECIAL REVENUE FUNDS',nan,'REGULAR INSTRUCTION',nan,'Alternative',nan,110.236127252,229724
787,nan,nan,'Curriculum Development','INSTRUCTION','Vocational Education-Federal Funded',nan,'ADMIN. SERVICES','TRAVEL - EMPLOYEES','Travel & Conferences','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL','Vocational  Grant-Program Improvement.','Non-School','Leadership & Management','NO_LABEL','PROGRAM IMPROVEMENT INSTR',nan,nan,nan,nan,nan,256.62,230025
788,1.0,"'""Technology Department, Administration""'",'Data Processing & Information Services','Facilities Maintenance And Operations','General Operating Fund','COMPUTER MAINT TECHICIAN','Undistributed','Salaries Or Wages For Support Personnel','Base Salary/Compensation','PreK-12 Operating','NETWORK ENGINEER','Other','Non PreK','Undistributed','Non-School','Leadership & Management','Unspecified','Operations','Salaries Or Wages For Support Personnel','REGULAR PAY',nan,nan,nan,84295.537217499994,230597
789,nan,nan,'Library & Media','NON-PROJECT',nan,'Library Tech I ',nan,'CONTRA BENEFITS','Benefits','PreK-12 Operating','UNDESIGNATED','Librarian','NO_LABEL','EMPLOYEE BENEFITS','School','School Reported','Unspecified','GENERAL FUND',nan,'EMPLOYEE BENEFITS',nan,'n/a',nan,-262.19,230863
790,nan,nan,'Insurance','STAFF SERVICES                ','GENERAL FUND                  ',nan,'RISK MANAGEMENT               ','OIL AND GREASE                ','Supplies/Materials','PreK-12 Operating',nan,'NO_LABEL','NO_LABEL',nan,'Non-School','Leadership & Management','Unspecified',nan,nan,'RISK MANAGEMENT               ',nan,nan,nan,26.719999999999999,231032
