,artist,date.entered,rank,time,track,week,year
963,"'Aguilera, Christina'",'1999-11-27',18.0,'3:18','What A Girl Wants','wk4',2000
964,'Alice Deejay','2000-04-08',48.0,'6:50','Better Off Alone','wk4',2000
965,"'Allan, Gary'",'2000-01-22',77.0,'4:18','Smoke Rings In The D...','wk4',2000
966,'Amber','1999-07-17',96.0,'4:38','Sexual','wk4',2000
967,'Anastacia','2000-04-01',95.0,'4:01',"""I'm Outta Love""",'wk4',2000
968,"'Anthony, Marc'",'2000-09-16',70.0,'3:59','My Baby You','wk4',2000
969,"'Anthony, Marc'",'2000-02-26',43.0,'3:50','You Sang To Me','wk4',2000
970,'A*Teens','2000-07-08',95.0,'3:44','Dancing Queen','wk4',2000
971,'Avant','2000-11-04',43.0,'4:28','My First Love','wk4',2000
972,'Avant','2000-04-29',23.0,'4:13','Separated','wk4',2000
973,"'Backstreet Boys, The'",'2000-10-14',15.0,'3:49','Shape Of My Heart','wk4',2000
974,"'Backstreet Boys, The'",'2000-01-01',25.0,'3:54','Show Me The Meaning ...','wk4',2000
975,"'Backstreet Boys, The'",'2000-05-27',37.0,'3:46','The One','wk4',2000
976,"'Badu, Erkyah'",'2000-08-19',41.0,'5:03','Bag Lady','wk4',2000
977,'Baha Men','2000-07-22',76.0,'3:17','Who Let The Dogs Out','wk4',2000
978,'Barenaked Ladies','2000-09-09',45.0,'3:46','Pinch Me','wk4',2000
979,'BBMak','2000-04-29',52.0,'3:35','Back Here','wk4',2000
980,'Beenie Man','2000-10-21',56.0,'4:17','Girls Dem Sugar','wk4',2000
981,'Before Dark','2000-05-20',80.0,'4:04','Monica','wk4',2000
982,"'Bega, Lou'",'2000-01-29',nan,'3:23','Tricky Tricky ','wk4',2000
983,'Big Punisher','2000-04-22',79.0,'3:25',"""It's So Hard""",'wk4',2000
984,"'Black, Clint'",'2000-02-19',58.0,'5:28','Been There','wk4',2000
985,'Black Rob','2000-03-04',52.0,'4:04','Whoa!','wk4',2000
986,'Blaque','1999-10-23',42.0,'3:46','Bring It All To Me','wk4',2000
987,"'Blige, Mary J.'",'1999-11-13',75.0,'5:26','Deep Inside','wk4',2000
988,"'Blige, Mary J.'",'2000-04-15',76.0,'5:00','Give Me You','wk4',2000
989,'Blink-182','1999-12-04',59.0,'2:52','All The Small Things','wk4',2000
990,'Bloodhound Gang','2000-03-18',55.0,'4:20','The Bad Touch','wk4',2000
991,'Bon Jovi','2000-08-12',51.0,'3:44',"""It's My Life""",'wk4',2000
992,"'Braxton, Toni'",'2000-03-18',39.0,'4:21',"""He Wasn't Man Enough""",'wk4',2000
993,"'Braxton, Toni'",'2000-07-29',42.0,'4:10','Just Be A Man About ...','wk4',2000
994,"'Braxton, Toni'",'2000-12-02',nan,'4:24','Spanish Guitar','wk4',2000
995,"'Brock, Chad'",'2000-01-01',nan,'3:54','A Country Boy Can Su...','wk4',2000
996,"'Brock, Chad'",'2000-04-08',61.0,'3:22','Yes!','wk4',2000
997,'Brooks & Dunn','2000-06-10',85.0,'2:58',"""You'll Always Be Lov...""",'wk4',2000
998,"'Brooks, Garth'",'2000-02-19',70.0,'2:56','Do What You Gotta Do','wk4',2000
999,"'Byrd, Tracy'",'2000-01-29',76.0,'4:30','Put Your Hand In Min...','wk4',2000
